url	first_seen	portal	title	company	status	location	jd_path
https://www.linkedin.com/jobs/view/4418734927/	2026-07-01	linkedin	Engineering Manager	GeoServe	added	Greater Bengaluru Area	jds/geoserve-engineering-manager.md
